design_name,parts
0,Loc1_NONCE_PAD,Loc2_NONCE_PAD,pQacR,pSrpR,RiboJ53,P3,PhlF,ECK120033737,pTet,RiboJ10,S4,SrpR,ECK120029600,pTac,RiboJ60,Q2,QacR,ECK120010818,Loc3_NONCE_PAD,pPhlF,YFP_cassette
