design_name,parts
0,Loc1_NONCE_PAD,Loc2_NONCE_PAD,pBAD,RiboJ53,P3,PhlF,ECK120033737,pQacR,pBM3R1,RiboJ10,S4,SrpR,ECK120029600,pIcaRA,pAmtR,SarJ,B3,BM3R1,L3S2P11,pTac,RiboJ54,F1,AmeR,L3S3P31,pTet,ElvJ,I1,IcaRA,ECK120016170,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pAmeR,pBAD,ScmJ,R1,PsrA,ECK120015440,pTac,pPhlF,BydvJ,A1,AmtR,L3S2P55,Loc3_NONCE_PAD,pSrpR,YFP_cassette
