design_name,parts
0,Loc1_NONCE_PAD,Loc2_NONCE_PAD,pSrpR,pHlyIIR,RiboJ53,P3,PhlF,ECK120033737,pTet,RiboJ10,S4,SrpR,ECK120029600,pTac,RiboJ51,H1,HlyIIR,ECK120033736,Loc3_NONCE_PAD,pPhlF,YFP_cassette
