design_name,parts
0,Loc1_NONCE_PAD,Loc2_NONCE_PAD,pBetI,RiboJ53,P3,PhlF,ECK120033737,pAmtR,pIcaRA,RiboJ57,E1,BetI,L3S3P11,pTet,ElvJ,I1,IcaRA,ECK120016170,pTac,BydvJ,A1,AmtR,L3S2P55,Loc3_NONCE_PAD,pPhlF,YFP_cassette
