design_name,parts
0,L1_NONCE_PAD,L2_NONCE_PAD,L3_NONCE_PAD,pPhlF,YFP_cassette,pBetI,pAmeR,RiboJ53,P2,PhlF,ECK120033737,pLmrA,pHlyIIR,RiboJ10,S4,SrpR,ECK120029600,pSrpR,RiboJ54,F1,AmeR,L3S3P31,pLux2,RiboJ64,N1,LmrA,ECK120010876,pCin,RiboJ51,H1,HlyIIR,ECK120010799,pTac,RiboJ57,E1,BetI,L3S3P11
