design_name,parts
0,Loc1_NONCE_PAD,Loc2_NONCE_PAD,pSrpR,pBetI,RiboJ53,P3,PhlF,ECK120033737,pQacR,pBM3R1,RiboJ10,S4,SrpR,ECK120029600,pBAD,pIcaRA,SarJ,B3,BM3R1,L3S2P11,pTac,pIcaRA,RiboJ57,E1,BetI,L3S3P11,pTet,ElvJ,I1,IcaRA,ECK120016170,pTac,RiboJ60,Q2,QacR,ECK120010818,Loc3_NONCE_PAD,pPhlF,YFP_cassette
