design_name,parts
0,L1_NONCE_PAD,L2_NONCE_PAD,pHlyIIR,AraJ,V1,VanR,ECK120033736,pLmrA,pVanR,RiboJ53,P2,PhlF,ECK120033737,pTet,BydvJ,A1,AmtR,L3S2P55,pLux2,RiboJ54,F1,AmeR,L3S3P31,pAmtR,pCymR,RiboJ64,N1,LmrA,ECK120010876,pAmeR,pBetI,RiboJ51,H1,HlyIIR,ECK120010799,pCin,RiboJ57,E1,BetI,L3S3P11,pTac,LtsvJ,C1,CymR,L3S2P42,L3_NONCE_PAD,pPhlF,YFP_cassette
